source,to,score
resp3825,resp2965,3.0
resp3825,resp4349,3.0
resp3825,resp1316,4.0
resp3829,resp5788,5.0
resp3829,resp2824,5.0
resp3830,resp4245,4.0
resp3833,resp5221,5.0
resp3836,resp848,3.0
resp3838,resp3614,5.0
resp3839,resp4711,5.0
resp3840,resp3567,3.0
resp3841,resp3520,5.0
resp3845,resp2804,4.0
resp3845,resp1071,4.0
resp3845,resp6114,4.0
resp3845,resp4761,5.0
resp3846,resp4295,5.0
resp3846,resp3756,5.0
resp3846,resp4042,5.0
resp3846,resp4298,5.0
resp3847,resp4952,5.0
resp3847,resp2381,5.0
resp3849,resp558,5.0
resp3849,resp881,4.0
resp3849,resp4169,4.0
resp3849,resp3365,3.0
resp3851,resp4326,4.0
resp3854,resp5880,4.0
resp3854,resp793,4.0
resp3854,resp1228,4.0
resp3854,resp3647,5.0
resp3858,resp3434,5.0
resp3862,resp4914,4.0
resp3866,resp3808,5.0
resp3869,resp4107,4.0
resp3871,resp3448,5.0
resp3871,resp2461,5.0
resp3871,resp4288,5.0
resp3871,resp3664,5.0
resp3874,resp5822,5.0
resp3874,resp1652,5.0
resp3874,resp1984,5.0
resp3874,resp4225,5.0
resp3876,resp825,3.0
resp3876,resp132,3.0
resp3879,resp5884,
resp3881,resp4298,5.0
resp3882,resp1188,4.0
resp3883,resp5617,5.0
resp3883,resp2039,5.0
resp3883,resp2983,5.0
resp3883,resp5267,5.0
resp3885,resp3989,1.0
resp3885,resp595,2.0
resp3885,resp4774,3.0
resp3885,resp2741,5.0
resp3887,resp1376,5.0
resp3887,resp96,3.0
resp3887,resp2804,3.0
resp3887,resp1071,4.0
resp3890,resp3356,5.0
resp3890,resp3494,4.0
resp3890,resp5427,4.0
resp3890,resp4759,4.0
resp3892,resp1311,5.0
resp3893,resp3458,5.0
resp3894,resp514,5.0
resp3896,resp611,5.0
resp3896,resp4765,5.0
resp3896,resp3961,5.0
resp3896,resp4306,5.0
resp3899,resp3949,4.0
resp3901,resp5539,4.0
resp3901,resp4214,4.0
resp3902,resp5941,5.0
resp3902,resp5497,5.0
resp3902,resp2339,5.0
resp3902,resp4256,5.0
resp3903,resp2143,5.0
resp3903,resp2828,5.0
resp3903,resp5488,5.0
resp3904,resp2066,5.0
resp3904,resp4614,5.0
resp3905,resp5955,4.0
resp3905,resp3052,4.0
resp3905,resp912,5.0
resp3905,resp5514,5.0
resp3906,resp3221,5.0
resp3906,resp2659,5.0
resp3906,resp3756,5.0
resp3908,resp2250,5.0
resp3908,resp3399,5.0
resp3909,resp2491,3.0
resp3909,resp4809,4.0
resp3909,resp145,3.0
resp3913,resp5970,5.0
resp3913,resp2872,5.0
resp3913,resp2339,5.0
resp3913,resp494,5.0
resp3914,resp3961,4.0
resp3916,resp3823,5.0
resp3916,resp1904,5.0
resp3920,resp1376,5.0
resp3920,resp2983,4.0
resp3920,resp2143,4.0
resp3921,resp3989,5.0
resp3921,resp494,5.0
resp3921,resp2339,5.0
resp3922,resp721,5.0
resp3924,resp4812,3.0
resp3925,resp993,
resp3929,resp82,4.0
resp3931,resp1259,5.0
resp3934,resp5586,4.0
resp3935,resp3978,1.0
resp3935,resp460,1.0
resp3935,resp2696,1.0
resp3935,resp6009,1.0
resp3937,resp35,5.0
resp3937,resp842,4.0
resp3940,resp1534,5.0
resp3940,resp5913,5.0
resp3940,resp2461,5.0
resp3940,resp3626,5.0
resp3941,resp5977,4.0
resp3941,resp5965,4.0
resp3942,resp1534,5.0
resp3942,resp5913,5.0
resp3942,resp2787,5.0
resp3942,resp6009,5.0
resp3944,resp3187,5.0
resp3944,resp5517,5.0
resp3944,resp4169,5.0
resp3944,resp881,5.0
resp3947,resp2954,5.0
resp3947,resp4676,5.0
resp3947,resp4418,5.0
resp3947,resp1606,5.0
resp3948,resp1534,5.0
resp3948,resp2787,5.0
resp3949,resp4571,5.0
resp3950,resp167,5.0
resp3953,resp3620,5.0
resp3954,resp997,
resp3958,resp5787,5.0
resp3958,resp2295,5.0
resp3959,resp4774,5.0
resp3959,resp1532,3.0
resp3959,resp595,4.0
resp3959,resp5537,5.0
resp3961,resp5617,5.0
resp3961,resp4571,5.0
resp3961,resp2039,5.0
resp3964,resp1204,5.0
resp3965,resp1313,5.0
resp3966,resp3419,5.0
resp3967,resp4442,5.0
resp3967,resp1736,5.0
resp3967,resp1559,5.0
resp3967,resp4754,5.0
resp3968,resp3040,3.0
resp3968,resp2859,3.0
resp3968,resp384,3.0
resp3968,resp1,3.0
resp3970,resp1447,4.0
resp3970,resp2903,4.0
resp3970,resp3221,4.0
resp3970,resp4619,3.0
resp3971,resp784,2.0
resp3972,resp4774,4.0
resp3973,resp3704,5.0
resp3973,resp235,4.0
resp3973,resp5835,5.0
resp3974,resp1541,4.0
resp3974,resp4181,4.0
resp3976,resp35,5.0
resp3976,resp6244,5.0
resp3976,resp3937,5.0
resp3976,resp4549,5.0
resp3979,resp179,3.0
resp3979,resp3194,4.0
resp3982,resp2891,4.0
resp3983,resp2339,5.0
resp3983,resp944,5.0
resp3985,resp4802,1.0
resp3985,resp5311,3.0
resp3991,resp3921,5.0
resp3991,resp2116,5.0
resp3992,resp4871,5.0
resp3993,resp1476,5.0
resp3993,resp3171,5.0
resp3993,resp2773,3.0
resp3993,resp2751,4.0
resp3995,resp213,4.0
resp3997,resp3893,5.0
resp4001,resp3989,5.0
resp4001,resp5697,2.0
resp4005,resp1210,4.0
resp4008,resp2983,5.0
resp4008,resp2039,5.0
resp4008,resp4169,5.0
resp4008,resp4571,5.0
resp4009,resp1358,4.0
resp4010,resp48,5.0
resp4010,resp1708,5.0
resp4010,resp1346,5.0
resp4010,resp750,5.0
resp4012,resp3390,5.0
resp4012,resp4643,3.0
resp4013,resp2161,5.0
resp4013,resp1376,5.0
resp4013,resp96,5.0
resp4013,resp2804,5.0
resp4020,resp4202,5.0
resp4020,resp169,3.0
resp4020,resp2532,3.0
resp4020,resp4923,3.0
resp4021,resp3972,4.0
resp4021,resp3012,4.0
resp4023,resp6047,
resp4023,resp5713,
resp4024,resp1772,3.0
resp4026,resp5244,5.0
resp4026,resp4326,5.0
resp4026,resp4774,5.0
resp4026,resp541,5.0
resp4034,resp4923,3.0
resp4034,resp169,3.0
resp4034,resp2654,3.0
resp4034,resp1185,3.0
resp4038,resp5200,5.0
resp4038,resp1598,5.0
resp4038,resp608,5.0
resp4039,resp3190,5.0
resp4039,resp1359,5.0
resp4039,resp3015,5.0
resp4042,resp2659,5.0
resp4046,resp1007,5.0
resp4046,resp2159,5.0
resp4049,resp1210,5.0
resp4050,resp5484,4.0
resp4050,resp4471,4.0
resp4050,resp4670,4.0
resp4051,resp1165,5.0
resp4052,resp232,5.0
resp4052,resp1282,5.0
resp4052,resp1472,5.0
resp4052,resp5936,5.0
resp4054,resp4302,5.0
resp4057,resp4724,1.0
resp4065,resp514,3.0
resp4066,resp2500,5.0
resp4066,resp4881,5.0
resp4066,resp5083,5.0
resp4068,resp881,5.0
resp4068,resp4169,3.0
resp4068,resp4571,5.0
resp4068,resp5617,2.0
resp4069,resp664,5.0
resp4074,resp515,5.0
resp4074,resp2250,2.0
resp4074,resp6055,1.0
resp4074,resp4169,4.0
resp4079,resp4774,
resp4080,resp514,5.0
resp4080,resp3315,5.0
resp4082,resp3221,
resp4082,resp2903,
resp4082,resp1447,
resp4083,resp3159,5.0
resp4083,resp5523,4.0
resp4083,resp1188,4.0
resp4083,resp3479,5.0
resp4086,resp2562,5.0
resp4087,resp4096,5.0
resp4087,resp3209,5.0
resp4087,resp5424,5.0
resp4088,resp11,5.0
resp4088,resp5488,5.0
resp4088,resp3823,5.0
resp4088,resp1376,5.0
resp4095,resp1472,5.0
resp4095,resp4374,5.0
resp4095,resp3280,5.0
resp4095,resp2236,5.0
resp4096,resp5839,4.0
resp4098,resp2039,5.0
resp4098,resp5267,5.0
resp4098,resp3365,5.0
resp4098,resp1534,5.0
resp4100,resp1534,5.0
resp4100,resp5913,5.0
resp4100,resp2461,5.0
resp4101,resp4571,5.0
resp4101,resp5884,4.0
resp4105,resp4266,5.0
resp4106,resp6078,4.0
resp4106,resp2854,4.0
resp4107,resp3006,4.0
resp4108,resp2322,5.0
resp4108,resp3006,5.0
resp4108,resp5153,5.0
resp4108,resp272,5.0
resp4113,resp3494,4.0
resp4113,resp1355,5.0
resp4113,resp6015,4.0
resp4113,resp4759,4.0
resp4114,resp2475,5.0
resp4114,resp1504,5.0
resp4116,resp5786,5.0
resp4116,resp4771,5.0
resp4116,resp2339,5.0
resp4116,resp4145,5.0
resp4117,resp3494,5.0
resp4117,resp3356,5.0
resp4118,resp3414,4.0
resp4119,resp4695,5.0
resp4119,resp2049,5.0
resp4123,resp4169,3.0
resp4123,resp5465,2.0
resp4127,resp4809,3.0
resp4127,resp2491,3.0
resp4128,resp3620,4.0
resp4128,resp90,4.0
resp4129,resp5727,5.0
resp4137,resp1282,5.0
resp4137,resp4470,5.0
resp4138,resp5913,4.0
resp4140,resp5884,4.0
resp4142,resp3949,5.0
resp4143,resp3756,5.0
resp4143,resp3846,5.0
resp4145,resp2339,5.0
resp4148,resp3,5.0
resp4150,resp5727,5.0
resp4150,resp745,3.0
resp4151,resp1472,
resp4151,resp4374,
resp4151,resp3280,
resp4151,resp2236,
resp4152,resp4927,5.0
resp4155,resp2991,1.0
resp4155,resp3402,1.0
resp4156,resp1943,5.0
resp4156,resp5599,5.0
resp4159,resp1411,5.0
resp4165,resp6103,2.0
resp4166,resp3989,4.0
resp4166,resp2824,4.0
resp4169,resp4571,5.0
resp4169,resp2983,5.0
resp4169,resp1545,5.0
resp4172,resp1038,5.0
resp4172,resp2343,4.0
resp4180,resp1188,5.0
resp4180,resp4541,5.0
resp4180,resp4280,5.0
resp4180,resp1170,5.0
resp4181,resp4809,5.0
resp4181,resp3198,5.0
resp4181,resp1772,5.0
resp4181,resp4426,5.0
resp4182,resp4017,5.0
resp4182,resp2954,5.0
resp4182,resp3402,5.0
resp4182,resp3444,5.0
resp4184,resp1124,5.0
resp4184,resp748,5.0
resp4192,resp5810,2.0
resp4192,resp2017,5.0
resp4192,resp51,4.0
resp4195,resp2804,4.0
resp4195,resp1416,5.0
resp4196,resp3221,5.0
resp4197,resp3448,5.0
resp4198,resp2128,5.0
resp4198,resp5586,5.0
resp4202,resp2654,4.0
resp4204,resp4571,5.0
resp4206,resp3221,5.0
resp4206,resp5698,4.0
resp4208,resp5267,4.0
resp4209,resp3280,5.0
resp4209,resp2720,5.0
resp4209,resp6226,3.0
resp4209,resp5773,3.0
resp4219,resp5398,1.0
resp4219,resp5313,4.0
resp4219,resp504,1.0
resp4219,resp2176,1.0
resp4221,resp2890,4.0
resp4223,resp737,5.0
resp4223,resp4915,5.0
resp4223,resp784,5.0
resp4226,resp5520,4.0
resp4226,resp1771,4.0
resp4230,resp1161,5.0
resp4230,resp5847,4.0
resp4232,resp4774,3.0
resp4232,resp3989,3.0
resp4233,resp5429,3.0
resp4234,resp1447,4.0
resp4234,resp2903,4.0
resp4235,resp1559,5.0
resp4235,resp4442,5.0
resp4237,resp1147,5.0
resp4237,resp2290,5.0
resp4237,resp1210,4.0
resp4237,resp1223,4.0
resp4238,resp6257,5.0
resp4240,resp1606,5.0
resp4240,resp3620,5.0
resp4240,resp2249,5.0
resp4240,resp3458,5.0
resp4241,resp1723,5.0
resp4241,resp2480,5.0
resp4243,resp870,3.0
resp4244,resp2543,4.0
resp4245,resp597,5.0
resp4245,resp3586,5.0
resp4245,resp536,5.0
resp4245,resp3313,3.0
resp4246,resp3613,5.0
resp4247,resp2558,5.0
resp4250,resp5349,5.0
resp4250,resp2312,5.0
resp4250,resp4476,5.0
resp4250,resp275,5.0
resp4253,resp1306,5.0
resp4253,resp1833,5.0
resp4253,resp380,5.0
resp4253,resp690,5.0
resp4255,resp1379,4.0
resp4257,resp283,5.0
resp4258,resp3673,4.0
resp4258,resp1428,4.0
resp4259,resp1071,
resp4259,resp2161,
resp4261,resp1188,5.0
resp4261,resp1701,5.0
resp4261,resp4799,4.0
resp4261,resp5523,5.0
resp4263,resp3356,5.0
resp4263,resp3494,5.0
resp4264,resp5153,4.0
resp4264,resp3006,4.0
resp4264,resp5873,2.0
resp4266,resp2824,5.0
resp4266,resp2983,5.0
resp4266,resp4571,5.0
resp4268,resp4,3.0
resp4268,resp812,3.0
resp4269,resp5153,4.0
resp4271,resp716,5.0
resp4271,resp3875,5.0
resp4271,resp4298,5.0
resp4272,resp2954,5.0
resp4272,resp1606,5.0
resp4274,resp4374,5.0
resp4275,resp96,5.0
resp4275,resp2804,5.0
resp4275,resp3365,4.0
resp4275,resp1376,5.0
resp4280,resp1170,5.0
resp4284,resp3665,5.0
resp4285,resp2872,5.0
resp4285,resp5970,5.0
resp4285,resp4998,4.0
resp4285,resp2339,5.0
resp4287,resp1848,5.0
resp4287,resp608,5.0
resp4287,resp3628,5.0
resp4287,resp4390,5.0
resp4288,resp2461,5.0
resp4288,resp3448,5.0
resp4292,resp448,4.0
resp4293,resp6002,3.0
resp4293,resp5859,3.0
resp4293,resp3746,5.0
resp4293,resp927,4.0
resp4295,resp3221,5.0
resp4295,resp4206,5.0
resp4295,resp622,5.0
resp4295,resp4224,5.0
resp4296,resp5376,5.0
resp4296,resp309,5.0
resp4297,resp11,5.0
resp4297,resp1376,5.0
resp4297,resp2982,5.0
resp4297,resp2804,5.0
resp4298,resp3221,4.0
resp4299,resp4977,5.0
resp4299,resp5309,5.0
resp4301,resp4372,5.0
resp4301,resp6233,5.0
resp4301,resp1817,5.0
resp4301,resp5418,5.0
resp4306,resp5267,5.0
resp4306,resp5617,5.0
resp4308,resp3893,3.0
resp4311,resp2511,4.0
resp4312,resp2440,5.0
resp4312,resp4800,5.0
resp4313,resp466,5.0
resp4313,resp2010,5.0
resp4315,resp3772,5.0
resp4315,resp901,
resp4318,resp1376,5.0
resp4318,resp1071,5.0
resp4318,resp96,5.0
resp4319,resp2986,3.0
resp4321,resp5427,5.0
resp4321,resp5667,5.0
resp4322,resp2854,3.0
resp4323,resp5486,5.0
resp4323,resp2797,5.0
resp4324,resp411,5.0
resp4324,resp4088,5.0
resp4324,resp11,5.0
resp4325,resp1376,5.0
resp4325,resp96,5.0
resp4325,resp1071,5.0
resp4325,resp2161,5.0
resp4326,resp595,5.0
resp4327,resp1545,5.0
resp4327,resp1490,5.0
resp4327,resp2983,5.0
resp4328,resp1313,
resp4328,resp2374,
resp4330,resp2558,5.0
resp4330,resp2890,5.0
resp4330,resp3808,5.0
resp4331,resp2143,5.0
resp4331,resp1376,5.0
resp4333,resp3259,5.0
resp4333,resp997,5.0
resp4334,resp5398,1.0
resp4336,resp3259,5.0
resp4336,resp997,5.0
resp4337,resp4801,5.0
resp4337,resp5816,5.0
resp4337,resp1841,5.0
resp4337,resp4584,5.0
resp4338,resp85,
resp4338,resp3781,
resp4338,resp3790,
resp4340,resp4169,5.0
resp4340,resp3072,5.0
resp4341,resp91,5.0
resp4341,resp6174,5.0
resp4341,resp1377,5.0
resp4342,resp4915,5.0
resp4342,resp4417,5.0
resp4345,resp5481,5.0
resp4345,resp6220,4.0
resp4345,resp2290,4.0
resp4347,resp5913,5.0
resp4347,resp2646,5.0
resp4347,resp3626,3.0
resp4347,resp3505,3.0
resp4348,resp1595,5.0
resp4349,resp2983,5.0
resp4349,resp2828,5.0
resp4352,resp4390,5.0
resp4352,resp608,5.0
resp4352,resp1536,5.0
resp4352,resp2163,5.0
resp4356,resp5727,5.0
resp4356,resp4571,4.0
resp4356,resp1123,3.0
resp4356,resp2039,3.0
resp4357,resp595,2.0
resp4357,resp4326,2.0
resp4358,resp5710,5.0
resp4358,resp5380,5.0
resp4358,resp3595,5.0
resp4358,resp3099,3.0
resp4360,resp2748,3.0
resp4360,resp3545,4.0
resp4363,resp1595,5.0
resp4365,resp4390,5.0
resp4366,resp5913,5.0
resp4369,resp4574,5.0
resp4369,resp2950,5.0
resp4372,resp1376,2.0
resp4372,resp5488,1.0
resp4372,resp1071,2.0
resp4372,resp2804,1.0
resp4373,resp3989,5.0
resp4373,resp608,5.0
resp4373,resp4774,5.0
resp4373,resp2439,5.0
resp4374,resp4823,5.0
resp4374,resp3365,4.0
resp4374,resp3280,5.0
resp4374,resp5936,5.0
resp4376,resp4483,5.0
resp4377,resp1420,5.0
resp4377,resp5575,4.0
resp4377,resp3678,4.0
resp4377,resp4802,4.0
resp4378,resp3804,5.0
resp4378,resp4654,5.0
resp4378,resp5539,5.0
resp4381,resp4181,4.0
resp4381,resp3198,4.0
resp4381,resp172,5.0
resp4382,resp4374,5.0
resp4382,resp1410,5.0
resp4385,resp5123,2.0
resp4387,resp3238,4.0
resp4387,resp5221,4.0
resp4390,resp3989,5.0
resp4390,resp2983,5.0
resp4390,resp4349,5.0
resp4390,resp608,2.0
resp4391,resp4374,5.0
resp4391,resp1472,5.0
resp4391,resp3280,5.0
resp4391,resp2236,5.0
resp4397,resp2302,5.0
resp4397,resp1606,5.0
resp4399,resp3356,5.0
resp4399,resp3494,4.0
resp4400,resp1790,5.0
resp4402,resp3756,5.0
resp4410,resp608,5.0
resp4410,resp4774,5.0
resp4410,resp2983,5.0
resp4410,resp3365,5.0
resp4412,resp5244,5.0
resp4412,resp4818,3.0
resp4412,resp4774,4.0
resp4412,resp541,5.0
resp4413,resp5588,5.0
resp4413,resp870,5.0
resp4414,resp4166,3.0
resp4415,resp6016,5.0
resp4415,resp756,5.0
resp4416,resp1379,3.0
resp4416,resp415,1.0
resp4418,resp1606,5.0
resp4418,resp2954,4.0
resp4418,resp3402,5.0
resp4418,resp4017,3.0
resp4421,resp91,5.0
resp4421,resp6174,5.0
resp4421,resp1377,4.0
resp4422,resp2066,5.0
resp4425,resp3949,3.0
resp4426,resp1772,5.0
resp4426,resp2746,5.0
resp4426,resp5022,5.0
resp4426,resp3,5.0
resp4429,resp488,5.0
resp4429,resp4935,5.0
resp4431,resp2602,
resp4431,resp490,
resp4431,resp5966,
resp4431,resp1492,
resp4432,resp3781,5.0
resp4434,resp469,3.0
resp4434,resp188,1.0
resp4436,resp1606,5.0
resp4436,resp2954,5.0
resp4439,resp692,4.0
resp4440,resp3620,4.0
resp4440,resp90,4.0
resp4441,resp1189,5.0
resp4441,resp5936,5.0
resp4441,resp4101,5.0
resp4442,resp1559,5.0
resp4442,resp1687,5.0
resp4442,resp6107,5.0
resp4442,resp4754,5.0
resp4448,resp1376,5.0
resp4448,resp96,5.0
resp4448,resp413,5.0
resp4448,resp2804,5.0
resp4449,resp2461,5.0
resp4449,resp3448,5.0
resp4450,resp5731,5.0
resp4450,resp719,4.0
resp4450,resp5481,4.0
resp4451,resp2055,5.0
resp4451,resp1776,5.0
resp4451,resp4799,4.0
resp4451,resp1210,5.0
resp4453,resp473,5.0
resp4453,resp1318,5.0
resp4453,resp4169,5.0
resp4453,resp4571,5.0
resp4455,resp2373,4.0
resp4457,resp1071,5.0
resp4457,resp1371,4.0
resp4458,resp5539,3.0
resp4463,resp1598,5.0
resp4463,resp5200,4.0
resp4465,resp3673,5.0
resp4465,resp870,5.0
resp4465,resp1608,5.0
resp4466,resp5731,5.0
resp4466,resp2290,5.0
resp4466,resp345,5.0
resp4466,resp1013,5.0
resp4467,resp2250,5.0
resp4467,resp3399,5.0
resp4470,resp1282,5.0
resp4470,resp232,5.0
resp4470,resp4804,5.0
resp4470,resp1472,5.0
resp4473,resp5846,5.0
resp4476,resp2072,5.0
resp4476,resp2559,5.0
resp4478,resp2562,5.0
resp4479,resp689,5.0
resp4484,resp3989,5.0
resp4484,resp4349,5.0
resp4484,resp608,3.0
resp4488,resp5810,
resp4490,resp3595,3.0
resp4491,resp2562,4.0
resp4491,resp4086,4.0
resp4491,resp400,4.0
resp4491,resp2204,4.0
resp4492,resp5427,5.0
resp4492,resp3356,5.0
resp4492,resp3494,5.0
resp4492,resp443,4.0
resp4494,resp927,5.0
resp4494,resp5758,5.0
resp4494,resp2887,5.0
resp4494,resp76,5.0
resp4495,resp85,5.0
resp4498,resp3448,4.0
resp4502,resp1376,5.0
resp4502,resp3887,5.0
resp4502,resp2983,5.0
resp4502,resp4331,5.0
resp4503,resp3402,4.0
resp4503,resp4017,4.0
resp4503,resp2954,4.0
resp4503,resp1606,4.0
resp4504,resp1472,5.0
resp4504,resp232,5.0
resp4504,resp1282,5.0
resp4504,resp4804,5.0
resp4506,resp5535,5.0
resp4511,resp51,5.0
resp4511,resp5810,5.0
resp4511,resp5953,5.0
resp4512,resp6103,4.0
resp4512,resp870,4.0
resp4517,resp5787,5.0
resp4523,resp608,5.0
resp4523,resp2163,5.0
resp4523,resp4390,5.0
resp4523,resp3989,5.0
resp4524,resp6026,5.0
resp4524,resp628,5.0
resp4524,resp630,5.0
resp4524,resp4478,5.0
resp4527,resp474,5.0
resp4527,resp4865,5.0
resp4532,resp3989,5.0
resp4532,resp4166,5.0
resp4532,resp4001,5.0
resp4532,resp595,5.0
resp4536,resp488,5.0
resp4536,resp2300,2.0
resp4537,resp5398,5.0
resp4537,resp504,5.0
resp4538,resp1420,5.0
resp4539,resp2461,5.0
resp4539,resp3448,5.0
resp4541,resp1183,4.0
resp4541,resp1188,5.0
resp4544,resp2856,4.0
resp4546,resp3781,3.0
resp4546,resp4338,3.0
resp4550,resp903,5.0
resp4554,resp5351,3.0
resp4556,resp2837,5.0
resp4558,resp5,4.0
resp4559,resp4574,5.0
resp4561,resp4812,3.0
resp4561,resp2964,2.0
resp4561,resp2072,2.0
resp4561,resp1185,2.0
resp4563,resp1170,5.0
resp4563,resp1208,5.0
resp4563,resp553,5.0
resp4563,resp2161,5.0
resp4569,resp5727,5.0
resp4569,resp4356,5.0
resp4570,resp5586,5.0
resp4570,resp2128,5.0
resp4571,resp2983,5.0
resp4571,resp2249,5.0
resp4571,resp1545,5.0
resp4571,resp2824,2.0
resp4573,resp597,5.0
resp4573,resp1376,5.0
resp4573,resp536,5.0
resp4574,resp3458,4.0
resp4576,resp5617,3.0
resp4576,resp2039,3.0
resp4577,resp64,5.0
resp4577,resp2950,5.0
resp4577,resp3581,5.0
resp4577,resp2991,5.0
resp4579,resp1723,4.0
resp4579,resp2890,4.0
resp4579,resp22,4.0
resp4579,resp2480,4.0
resp4580,resp2756,5.0
resp4580,resp1481,5.0
resp4580,resp973,5.0
resp4580,resp1855,5.0
resp4581,resp2373,5.0
resp4581,resp3283,5.0
resp4584,resp4571,5.0
resp4584,resp558,5.0
resp4584,resp5617,5.0
resp4584,resp4169,5.0
resp4587,resp4754,5.0
resp4589,resp2620,4.0
resp4590,resp1210,5.0
resp4590,resp2290,5.0
resp4590,resp6220,5.0
resp4590,resp3447,5.0
resp4593,resp2950,5.0
resp4593,resp4592,5.0
resp4593,resp3581,5.0
resp4593,resp1449,5.0
resp4600,resp4483,4.0
resp4600,resp4794,3.0
resp4600,resp4124,3.0
resp4600,resp6237,4.0
resp4601,resp4159,
resp4601,resp3182,
resp4604,resp488,5.0
resp4604,resp2300,5.0
resp4604,resp2461,5.0
resp4604,resp2263,5.0
resp4605,resp10,4.0
resp4606,resp2915,5.0
resp4606,resp96,4.0
resp4607,resp2066,5.0
resp4608,resp2559,
resp4611,resp3549,4.0
resp4611,resp5539,5.0
resp4612,resp2983,5.0
resp4612,resp2828,5.0
resp4612,resp4169,5.0
resp4612,resp5465,5.0
resp4613,resp3756,4.0
resp4614,resp4643,5.0
resp4614,resp4308,5.0
resp4614,resp3893,5.0
resp4615,resp982,5.0
resp4615,resp4935,5.0
resp4615,resp4802,5.0
resp4615,resp5505,5.0
resp4616,resp4935,5.0
resp4618,resp3221,4.0
resp4618,resp1447,4.0
resp4618,resp2903,4.0
resp4619,resp3221,5.0
resp4620,resp3221,5.0
resp4620,resp3756,5.0
resp4622,resp6103,4.0
resp4630,resp410,5.0
resp4630,resp5586,5.0
resp4631,resp3846,3.0
resp4631,resp3756,3.0
resp4632,resp3545,
resp4632,resp2831,
resp4632,resp1121,
resp4633,resp5884,5.0
resp4633,resp4571,5.0
resp4638,resp5657,4.0
resp4640,resp2378,4.0
resp4641,resp819,5.0
resp4641,resp608,5.0
resp4641,resp2163,5.0
resp4641,resp4774,5.0
resp4643,resp3893,5.0
resp4643,resp10,2.0
resp4643,resp2654,4.0
resp4643,resp4451,4.0
resp4645,resp1796,5.0
resp4645,resp2709,5.0
resp4646,resp4169,5.0
resp4646,resp5465,3.0
resp4646,resp2983,5.0
resp4649,resp573,4.0
resp4649,resp1996,4.0
resp4649,resp4695,4.0
resp4656,resp5267,4.0
resp4657,resp5539,5.0
resp4657,resp3458,4.0
resp4657,resp3447,3.0
resp4657,resp4574,3.0
resp4658,resp4915,5.0
resp4658,resp4417,5.0
resp4658,resp737,5.0
resp4658,resp784,5.0
resp4664,resp232,3.0
resp4670,resp5484,5.0
resp4670,resp817,5.0
resp4670,resp3503,5.0
resp4670,resp4471,3.0
resp4674,resp5203,4.0
resp4676,resp1606,5.0
resp4676,resp2954,5.0
resp4677,resp1559,5.0
resp4677,resp6237,2.0
resp4678,resp3259,3.0
resp4680,resp5488,2.0
resp4680,resp2143,5.0
resp4683,resp2649,4.0
resp4683,resp6083,5.0
resp4684,resp11,5.0
resp4684,resp3823,5.0
resp4684,resp4088,5.0
resp4684,resp5748,5.0
resp4687,resp5,4.0
resp4687,resp5030,2.0
resp4687,resp494,5.0
resp4687,resp2339,4.0
resp4688,resp2264,5.0
resp4688,resp92,5.0
resp4688,resp1152,5.0
resp4689,resp188,4.0
resp4689,resp469,4.0
resp4691,resp4452,4.0
resp4691,resp51,3.0
resp4691,resp1039,4.0
resp4692,resp2302,5.0
resp4692,resp4017,4.0
resp4694,resp2339,5.0
resp4694,resp2543,5.0
resp4694,resp2969,5.0
resp4694,resp96,5.0
resp4696,resp3280,5.0
resp4696,resp4374,5.0
resp4696,resp1472,5.0
resp4698,resp1759,5.0
resp4699,resp1282,5.0
resp4699,resp232,5.0
resp4699,resp1472,5.0
resp4699,resp4804,5.0
resp4702,resp91,5.0
resp4703,resp3187,5.0
resp4703,resp3944,5.0
resp4705,resp5390,5.0
resp4705,resp2300,5.0
resp4708,resp3620,4.0
resp4708,resp4240,4.0
resp4708,resp1606,4.0
resp4708,resp3749,4.0
resp4710,resp4311,5.0
resp4711,resp4266,5.0
resp4711,resp3170,5.0
resp4711,resp4571,5.0
resp4712,resp4559,4.0
resp4713,resp5539,5.0
resp4713,resp4214,5.0
resp4716,resp1960,5.0
resp4717,resp1210,3.0
resp4720,resp195,4.0
resp4722,resp4935,5.0
resp4722,resp2300,5.0
resp4724,resp51,3.0
resp4727,resp1210,4.0
resp4727,resp3,4.0
resp4727,resp5022,5.0
resp4727,resp2249,4.0
resp4732,resp6233,4.0
resp4732,resp4372,4.0
resp4740,resp3673,5.0
resp4746,resp1429,5.0
resp4746,resp5405,5.0
resp4746,resp487,4.0
resp4746,resp1033,3.0
resp4747,resp929,3.0
resp4748,resp2343,5.0
resp4748,resp2681,5.0
resp4748,resp3,5.0
resp4748,resp5731,5.0
resp4750,resp460,
resp4754,resp1559,4.0
resp4754,resp4794,4.0
resp4754,resp6237,4.0
resp4754,resp3562,4.0
resp4755,resp488,4.0
resp4755,resp3086,5.0
resp4755,resp5036,5.0
resp4755,resp2300,4.0
resp4756,resp3608,5.0
resp4756,resp3448,5.0
resp4757,resp488,5.0
resp4757,resp2300,5.0
resp4758,resp1908,4.0
resp4761,resp2824,
resp4761,resp1765,
resp4761,resp5788,
resp4761,resp2856,
resp4762,resp2828,5.0
resp4762,resp2983,5.0
resp4765,resp2039,5.0
resp4765,resp5617,5.0
resp4765,resp4571,5.0
resp4766,resp3198,2.0
resp4766,resp2292,3.0
resp4767,resp2834,1.0
resp4769,resp4915,4.0
resp4771,resp494,5.0
