uid,function,hierarchy,region,operation,clocent
resp957,business,E,country-wide,implementation,0
resp959,business,E,country-wide,business_mng,0.767564704
resp960,logistics,E,west,implementation,0
resp961,network,TL,central,implementation,0
resp962,business,E,country-wide,business_mng,0.715603367
resp964,network,TL,east,implementation,0.725025955
resp965,network,MM,east,implementation,0.946208256
resp968,network,MM,east,implementation,0.741758081
resp971,logistics,E,country-wide,service,0.709277479
resp972,business,E,country-wide,implementation,0
resp973,business,E,country-wide,business_mng,0.618457633
resp974,it,E,country-wide,service,0
resp976,business,E,country-wide,business_mng,0.742631805
resp978,business,E,country-wide,service,0
resp979,network,TL,central,implementation,0.762423806
resp980,mng,E,country-wide,service,0.751208094
resp982,mng,E,country-wide,corp_gov,0.696825022
resp984,network,TL,west,implementation,0
resp987,network,TL,east,implementation,0.751793791
resp989,it,E,country-wide,service,0.844127495
resp990,it,E,country-wide,service,0
resp993,it,E,west,service,0.790705312
resp994,it,E,country-wide,service,0
resp995,business,E,country-wide,implementation,0
resp997,mng,E,country-wide,corp_gov,0
resp998,network,TL,central,implementation,0.708985141
resp999,network,MM,central,implementation,0.768644463
resp1002,network,TL,central,implementation,0.723202675
resp1004,network,TL,east,implementation,0.70251278
resp1005,network,TL,central,implementation,0.720544176
resp1006,mng,E,west,implementation,0.784330559
resp1007,network,TL,central,implementation,0
resp1008,network,TL,west,implementation,0.739783005
resp1010,hr,E,east,implementation,0
resp1012,logistics,E,central,implementation,0.00522873
resp1013,leadership,E,country-wide,service,0.725894123
resp1014,business,E,country-wide,implementation,0
resp1016,leadership,E,country-wide,corp_gov,0.773906417
resp1018,logistics,E,east,implementation,0.819646574
resp1019,business,E,country-wide,business_mng,0.79143066
resp1020,network,TL,central,implementation,0.664620539
resp1022,network,MM,central,implementation,0.809886948
resp1023,network,TL,central,implementation,0
resp1024,network,TL,central,implementation,0
resp1025,logistics,E,east,implementation,0
resp1026,network,TL,central,implementation,0
resp1028,business,E,west,implementation,0.672922171
resp1029,network,MM,central,implementation,0.835096634
resp1030,logistics,E,east,implementation,0
resp1033,logistics,E,country-wide,implementation,0.797398056
resp1034,business,E,east,implementation,0
resp1035,it,E,country-wide,service,0.746317239
resp1038,business,TM,country-wide,implementation,0.00522873
resp1039,security,E,country-wide,service,0.784123981
resp1042,business,E,country-wide,implementation,0.749283484
resp1043,business,TL,country-wide,implementation,0.786996521
resp1047,network,TL,central,implementation,0
resp1048,network,E,central,business_mng,0.94310522
resp1049,business,E,country-wide,business_mng,0.72532808
resp1050,network,TL,central,implementation,0
resp1051,hr,E,central,service,0
resp1053,control,E,west,business_mng,0.738183906
resp1054,it,E,country-wide,service,0.729316241
resp1056,it,E,east,service,0.815414301
resp1057,network,TL,west,implementation,0
resp1058,control,E,central,business_mng,0
resp1060,hr,E,country-wide,corp_gov,0.823972646
resp1061,network,TL,east,implementation,0
resp1062,business,E,country-wide,business_mng,0.792981786
resp1063,it,E,country-wide,service,0
resp1064,logistics,E,country-wide,implementation,0
resp1065,it,E,country-wide,service,0
resp1066,business,E,country-wide,business_mng,0.734506702
resp1067,network,TL,east,implementation,0.783524297
resp1069,network,TL,central,implementation,0.663660931
resp1070,network,TL,west,implementation,0.752760462
resp1071,network,TL,central,business_mng,0.778500752
resp1073,hr,E,central,service,0.833017168
resp1074,network,E,east,business_mng,0.801413505
resp1075,hr,TL,country-wide,service,0
resp1076,logistics,E,country-wide,implementation,0
resp1077,mng,E,country-wide,service,0
resp1078,it,E,country-wide,service,0.758683321
resp1079,logistics,E,central,implementation,0
resp1080,network,TL,east,implementation,0
resp1083,leadership,E,country-wide,corp_gov,0.739339636
resp1084,business,E,country-wide,business_mng,0.665066979
resp1085,hr,E,central,service,0.78045705
resp1088,hr,E,central,service,0
resp1089,it,E,country-wide,service,0
resp1091,business,E,country-wide,implementation,0.736141242
resp1094,network,TL,west,implementation,0.684495446
resp1095,business,E,country-wide,business_mng,0.774894196
resp1096,network,MM,west,implementation,0.696233088
resp1097,network,TL,west,implementation,0.753798944
resp1098,it,E,east,service,0
resp1101,hr,E,west,service,0.857698917
resp1102,network,TL,west,implementation,0
resp1104,mng,TL,country-wide,service,0.884053059
resp1105,logistics,E,east,implementation,0.710606256
resp1107,network,TL,east,implementation,0
resp1108,network,E,central,business_mng,0
resp1109,network,MM,east,implementation,0
resp1110,logistics,E,east,implementation,0
resp1111,logistics,E,country-wide,implementation,0.731226309
resp1113,logistics,E,east,implementation,0
resp1114,hr,E,west,service,0
resp1115,it,E,country-wide,service,0
resp1116,control,E,west,business_mng,0.784349099
resp1118,network,TL,central,implementation,0
resp1119,hr,E,east,service,0.748276952
resp1120,logistics,E,country-wide,implementation,0.724148709
resp1121,it,TM,country-wide,corp_gov,0.783299652
resp1122,network,MM,east,implementation,0.007843096
resp1123,network,E,east,business_mng,0.785288485
resp1124,network,MM,east,implementation,0
resp1125,logistics,E,central,implementation,0
resp1127,network,TL,central,implementation,0.723713546
resp1128,logistics,E,country-wide,implementation,0.743848176
resp1129,network,TL,west,implementation,0.719679941
resp1130,logistics,E,east,implementation,0.699582396
resp1131,mng,E,country-wide,corp_gov,0
resp1132,leadership,E,country-wide,service,0
resp1133,leadership,E,country-wide,service,0.925271609
resp1134,leadership,E,country-wide,service,0
resp1135,network,E,west,business_mng,0.714356942
resp1136,leadership,E,country-wide,service,0.860387982
resp1137,security,E,country-wide,service,0
resp1138,leadership,TL,country-wide,corp_gov,0.857014264
resp1139,mng,E,country-wide,service,0.68215197
resp1141,leadership,E,country-wide,corp_gov,0
resp1142,network,TL,west,implementation,0.002614365
resp1143,hr,E,west,service,0.726571461
resp1145,mng,E,country-wide,service,0.739354463
resp1146,mng,E,country-wide,service,0.699113397
resp1147,leadership,TM,country-wide,corp_gov,0
resp1148,leadership,E,country-wide,corp_gov,0.793345844
resp1150,business,E,country-wide,business_mng,0
resp1151,leadership,E,country-wide,service,0.921941048
resp1152,security,TM,country-wide,corp_gov,0.908955962
resp1153,leadership,TL,country-wide,corp_gov,0.751931735
resp1155,leadership,E,country-wide,service,0
resp1156,leadership,E,country-wide,corp_gov,0
resp1157,mng,E,east,service,0
resp1158,leadership,E,country-wide,corp_gov,0
resp1159,leadership,E,country-wide,service,0.87597219
resp1160,leadership,E,country-wide,corp_gov,0.844736502
resp1161,logistics,MM,country-wide,service,0.877240278
resp1162,leadership,E,country-wide,corp_gov,0.8555499
resp1163,security,TL,country-wide,service,0.00522873
resp1164,security,TM,country-wide,corp_gov,0
resp1165,leadership,E,country-wide,corp_gov,0
resp1166,mng,E,country-wide,corp_gov,0.80051708
resp1167,leadership,E,country-wide,corp_gov,0.787287442
resp1168,leadership,E,country-wide,corp_gov,0
resp1169,leadership,E,country-wide,corp_gov,0.746759229
resp1170,leadership,TL,country-wide,service,0.918119851
resp1171,leadership,E,country-wide,corp_gov,0
resp1172,leadership,E,country-wide,service,0.875829925
resp1173,mng,E,east,service,0.870162004
resp1174,hr,E,central,service,0.829165586
resp1175,business,E,country-wide,business_mng,0
resp1176,mng,E,west,service,0
resp1177,mng,E,west,service,0
resp1179,leadership,TL,country-wide,corp_gov,0
resp1181,leadership,E,country-wide,corp_gov,0.759465172
resp1183,mng,TL,country-wide,service,0.81536569
resp1184,leadership,E,country-wide,service,0.876115009
resp1185,it,TM,country-wide,corp_gov,0.782514408
resp1186,leadership,E,country-wide,corp_gov,0
resp1187,leadership,TL,country-wide,corp_gov,0.842695447
resp1188,mng,MM,country-wide,service,0.873873112
resp1189,security,E,country-wide,corp_gov,0
resp1190,leadership,E,country-wide,service,0
resp1191,leadership,E,country-wide,service,0.927155646
resp1192,mng,E,east,service,0.74123712
resp1193,leadership,E,country-wide,corp_gov,0
resp1194,network,E,country-wide,business_mng,0.692261253
resp1195,leadership,E,country-wide,service,0
resp1196,leadership,E,country-wide,corp_gov,0
resp1197,it,E,country-wide,corp_gov,0
resp1198,mng,E,country-wide,service,0
resp1199,leadership,E,country-wide,corp_gov,0.830779577
resp1202,leadership,E,country-wide,corp_gov,0.746657184
resp1204,leadership,TL,country-wide,corp_gov,0.806738118
resp1205,business,E,country-wide,business_mng,0
resp1206,network,E,east,business_mng,0.843435106
resp1207,leadership,E,country-wide,corp_gov,0
resp1208,leadership,E,country-wide,service,0.898050284
resp1209,business,E,country-wide,business_mng,0.671092763
resp1210,leadership,TM,country-wide,corp_gov,0.819236935
resp1211,leadership,E,country-wide,corp_gov,0.784476457
resp1212,network,TL,central,implementation,0.690077959
resp1213,logistics,E,country-wide,service,0.788764884
resp1214,network,MM,central,implementation,0.811169429
resp1216,hr,E,central,service,0
resp1217,control,E,east,business_mng,0.00522873
resp1220,control,E,west,business_mng,0
resp1221,it,E,country-wide,service,0
resp1222,mng,TL,country-wide,service,0
resp1223,leadership,E,country-wide,corp_gov,0.82463587
resp1224,logistics,TL,country-wide,service,0.810447534
resp1226,logistics,E,east,implementation,0.766383593
resp1227,it,E,country-wide,service,0
resp1228,network,TL,central,implementation,0.002614365
resp1229,hr,E,central,service,0.706511937
resp1232,business,E,country-wide,implementation,0.596269862
resp1234,logistics,E,east,implementation,0.691096245
resp1235,mng,E,country-wide,service,0.725410976
resp1236,hr,E,central,service,0
resp1237,network,MM,east,implementation,0.798384621
resp1238,hr,E,central,implementation,0.757336195
resp1239,business,E,country-wide,business_mng,0.803968406
resp1240,business,E,country-wide,business_mng,0.770970502
resp1241,logistics,E,west,implementation,0.735883993
resp1242,logistics,E,country-wide,implementation,0.705981586
resp1243,network,TL,west,implementation,0
resp1245,business,E,country-wide,business_mng,0.724431767
resp1247,control,E,east,business_mng,0
resp1248,logistics,E,country-wide,service,0
resp1249,business,E,country-wide,implementation,0
resp1250,network,E,west,business_mng,0
resp1252,mng,TL,country-wide,corp_gov,0.725025955
resp1253,it,E,country-wide,service,0.719836283
resp1255,mng,E,country-wide,service,0.007843096
resp1256,business,E,east,implementation,0
resp1257,business,E,country-wide,implementation,0
resp1259,network,TL,central,implementation,0.746317239
resp1260,it,E,country-wide,service,0
resp1262,business,E,country-wide,business_mng,0.778944679
resp1264,network,MM,central,implementation,0
resp1265,business,E,country-wide,business_mng,0.7237455
resp1266,mng,E,central,implementation,0
resp1267,network,TL,east,implementation,0
resp1268,network,E,country-wide,business_mng,0.781507119
resp1269,network,TL,east,implementation,0.817194867
resp1271,it,E,country-wide,service,0.751131623
resp1273,business,E,country-wide,business_mng,0
resp1274,network,TL,east,implementation,0
resp1275,network,TL,west,implementation,0.774229358
resp1277,business,E,country-wide,business_mng,0
resp1278,logistics,E,central,implementation,0
resp1279,business,E,country-wide,service,0.641248428
resp1280,business,E,country-wide,implementation,0.656311593
resp1281,network,TL,central,implementation,0.712192491
resp1282,business,E,country-wide,business_mng,0.733067029
resp1284,mng,E,country-wide,corp_gov,0.74286739
resp1286,logistics,E,west,implementation,0
resp1287,it,E,country-wide,service,0
resp1288,logistics,E,west,implementation,0.719805847
resp1289,hr,E,country-wide,corp_gov,0.728667844
resp1290,business,E,country-wide,business_mng,0.805034468
resp1291,business,E,country-wide,business_mng,0
resp1292,it,TL,country-wide,service,0.805232197
resp1294,business,E,central,implementation,0.734736975
resp1296,business,E,country-wide,service,0.710045561
resp1297,network,TL,central,implementation,0.706968635
resp1298,mng,E,central,service,0
resp1299,network,TL,central,implementation,0.735180822
resp1302,network,TL,east,implementation,0
resp1304,network,MM,east,implementation,0
resp1305,network,TL,west,implementation,0.741355517
resp1306,it,E,country-wide,service,0.800435169
resp1307,network,TL,west,implementation,0.820302849
resp1309,control,E,west,business_mng,0
resp1310,network,TL,west,implementation,0.76027352
resp1311,network,MM,west,implementation,0.795540492
resp1313,network,MM,west,implementation,0
